text,label
"Dental caries is the most prevalent dental disease affecting human race. The etiology and pathogenesis of dental caries are known to be multifactorial. Studies have shown that removable partial dentures in the oral cavity increases the biofilm formation and consequently an increase in the occurrence of caries and periodontal diseases. There is a complex relationship between diabetes mellitus and dental caries. Patients with diabetes are more susceptible to oral sensory, periodontal, and salivary disorders which could increase the risk of developing new and recurrent dental caries. Therefore, the aim of the study was to assess the prevalence of dental caries among diabetic and non-diabetic acrylic removable partial denture wearers.
Individuals participating in the study were partially edentulous and aged between 18 and 64 years. Patients were screened at Out patient department (OPD) in the Department of Prosthodontics JSSDCH, among which 60 patients were diabetic based on the random blood sugar level more than 160 mg/dl-30 patients were wearing RPD and 30 were without RPD. And 60 non-diabetic patients were selected among which 30 were wearing RPD and 30 without RPD. A total 120 patients were screened. Dental caries prevalence was assessed using Decayed, Missing, Filled (DMFT) index.
Diabetic group unrehabilitated with removable partial prosthesis showed significant difference in the number of missing teeth when compared to non-diabetic patients without removable prosthesis (
Removable partial denture prosthesis had less impact on prevalence of dental caries with good oral hygiene, following post insertion RPD instructions and regular dental visits irrespective of diabetes.",0
"An increasing number of elderly people retain their natural teeth into old age and further, the prevalence of endosseous implants for supporting oral prosthesis is ever increasing. These teeth and implants now present a considerable challenge in terms of maintenance, especially when patients become dependent on care. Periodontal and peri-implant diseases are more prevalent in elderly than in younger age cohorts. There are distinct differences related to the inflammatory response between periodontal and peri-implant tissues, both in young and old age. The age-related reasons for the increase in periodontal infections may be related to poor oral hygiene because of a loss of dexterity or vision, but also to immunosenescence. This term describes the aging of the immune system and the decline of its effectiveness with age. Low-grade infections, like chronic periodontitis, may cause low-grade inflammation and subsequently increase the likelihood of developing chronic diseases. In return, treatment of periodontitis may improve general health, as demonstrated for diabetes. A second mechanism illustrating how poor oral health translates into systemic disease is the risk of developing aspiration pneumonia. The treatment options in old age should be evaluated with regard to the issues of general health and maintenance. Systematic periodontal maintenance therapy, as performed in younger age cohorts, may be difficult to implement in elderly people experiencing institutional or hospital confinement because of logistics, barriers related to patients and caregivers, or cost. The scale of periodontal disease in old age represents a public health issue.",0
"A new tissue-level implant design with angulations of 17, 30, and 45 degrees has been introduced to allow the use of the existing bone while maintaining the restorative platform at an angle to ensure an optimal functional and esthetic result for treatment of edentulous patients. The aim of this study was to measure implant survival, bone loss, and peri-implant health of the novel tissue-level angled-head dental implant system.
A retrospective analysis of cases from three private offices that were using the new implant system was performed. Data regarding patients' demographics, number and location of implants, restoration type, bone loss, implant failure, bleeding, and pocket depths were collected and analyzed. The data collected were analyzed using mainly descriptive statistics.
A total of 29 participants were selected, and 185 dental implants were placed. The average patient age was 61 ± 7 years, and 52% were female. Some of the patients were medically compromised; 7% were diabetic, 20% were smokers, and 7% had osteoporosis. The average time from dental implant placement to the placement of the screw-retained crowns was 6 ± 5 months. Four implants failed with an average time to failure of 18 ± 8 months. Implant survival rate was 97.8%. The average bone loss was 0.014 ± 0.082 mm at 1 year, 0.133 ± 0.306 mm at 5 years, and 0.426 ± 0.903 mm at 10 years. Overall, 18.9% of implants were associated with bleeding, and only one implant had a pocket depth greater than or equal to 5 mm.
The new tissue-level implant design with angulations of 17, 30, and 45 degrees has demonstrated predictable survival and success rates with minimal bone loss. The long-term follow-up seems highly promising; however, further studies are warranted to validate the results.",0
"Phthalates exposure and complete edentulism are related to both low socioeconomic status. No study by far has verified if and to what extent these two conditions are related. We aimed to explore their potential association and interplay in the metabolic control and cardiovascular risk profile.
In our small (n = 48) prospective pilot study twenty-four patients with type 2 diabetes (DnE) and twenty-four patients with type 2 diabetes and edentulism (DE) followed for 19 ± 2 months were treated according to best clinical standards. Phthalates' exposure was evaluated by urinary concentration of di-2-ethylhexylphthalate (DEHP), metabolites, i.e. mono 2-ethylhexyl phthalate (MEHP), mono-2-ethyl-5-oxohexyl phthalate (MEOHP) and mono 2-ethyl-5-hydroxyhexyl phthalate (MEHHP).
No association between phthalates and edentulism was found, nor did edentulism affect glucose control. Higher phthalates exposure was associated with a glycated haemoglobin worsening. This association was found for all the measured phthalates metabolites, both as a whole (DEHP; r = 0.33, p = 0.0209) and individually: MEHP (r = 0.41, p = 0.0033), MEHHP (r = 0.32, p = 0.028), MEOHP (r = 0.28, p = 0.0386).
Phthalates are not associated with edentulism but predict the worsening of glucose control in subjects with type 2 diabetes. These findings might prove relevant in identifying novel biomarkers of cardiometabolic risk. Further studies are needed to validate our results and estimate the true potential of phthalates in terms of risk assessment.",0
"Half of US adults aged 20-64 years have lost at least one permanent tooth; one in six adults aged 65 and over in the USA is edentulous. Tooth loss and edentulism interfere with nutritional intake and quality of life. Although selected chronic diseases (e.g., diabetes) have been identified as possible risk factors for tooth loss, data on multiple chronic diseases and on having two or more concurrent chronic diseases (multimorbidity) in relation to tooth loss are lacking. Therefore, this study aimed to assess the association between multiple chronic diseases, multimorbidity, and tooth loss in US adults.
We performed a secondary data analysis using the US 2012 Behavioral Risk Factor Surveillance System (BRFSS), a national cross-sectional telephone survey studying health conditions and health behaviors among US adults (≥18 years) who are non-institutionalized residents. Variables were derived from the BRFSS Standard Core Questionnaire. Descriptive analysis including means, standard deviations (SDs), and percentages was calculated. Sample weights were applied. The stepwise multinomial logistic regression method was used to examine the relationship between several chronic diseases and tooth loss. Separate multinomial logistic regression models were used to examine the relationship between multimorbidity and tooth loss among all adults aged more than 18 years, adults aged 18-64 years, and adults aged more than 65 years, respectively.
Among the samples (
Multiple chronic diseases were associated with edentulism and tooth loss. People with multimorbidity are more likely to be edentulous than those with one or no chronic disease. The findings from this study will help to identify populations at increased risk for oral problems and nutritional deficits, thus the assessment of oral health should be evaluated further as an important component of chronic illness care.",0
"According to recent scientific consensus, there is an increasing amount of evidence on the correlation between oral health and cardiovascular disease morbidity. The aim of the present study was to investigate the number of missing teeth, the presence of residual roots with necrotic pulp and teeth with caries, the type of teeth deficiencies, and periodontal status in patients after myocardial infarction (MI). A total of 151 patients after MI and 160 randomly selected controls without history of MI were enrolled in the study. Epidemiological data were collected, and dental examination was performed. Findings showed significantly more women, subjects with lower level of education, lower income, higher percentage of nicotine addiction, more frequent presence of arterial hypertension, diabetes, and obesity than in the study group. Moreover, oral status of the subjects who suffered from MI was inferior to the control group. An average patient from the study group had 11 missing teeth, when compared to four missing teeth in an average control subject (p < 0.0001). The majority of patients in the control group had occlusal contacts in intercuspal position in premolars and molars (group A), in contrast to the patients after MI, who had at least one missing supporting zone (group B) (p < 0.0001). Severe periodontitis was found in 50.3% of tests and in 30.4% of controls (p < 0.0001). A correlation was found between the edentulousness and the risk of myocardial infarction after adjusting for other known risk factors of cardiovascular diseases (OR = 3.8; 95% CI = 3.01−7.21; p < 0.0001). This case−control study showed that MI patients had more missing teeth, more residual roots with necrotic pulp, much higher incidence of edentulism and occlusal contacts in intercuspal position in fewer than four occlusal supporting zones, as well as worse periodontal status when compared to healthy subjects without a history of MI. Due to the methodology of unmatched controls, the presented results must be interpreted with caution.",0
"Background: Dietary habits, food intake and oral health are important factors for general health. The aim of these present study was to assess the association between implant-supported fixed oral rehabilitation and glycemia, by monitoring HbA1c values before and after implant-supported prostheses (ISP) delivery to diabetic individuals. Methods: Retrospective, cohort study based on dental records. All treatments were performed by experienced oral and maxillofacial surgeons and experienced prosthodontists. Inclusion criteria: ISP delivery, diagnosis of diabetes in the medical files, consecutive individuals. Variables included—primary outcome—differences (delta) in HbA1c values prior to implant placement and one year after ISP delivery, early implant failure (EIF). Confounding factors included age, gender, physical status, smoking, implant jaw location, implant length, implant width, total implant count per individual. Results: Statistically significant (p < 0.01) decrease in HbA1c from 7.10 ± 1.09% to 6.66 ± 1.02% following ISP delivery was recorded. The mean HbA1c delta was 0.44 ± 0.73%, where 39.0% of the patients had a significant improvement (delta decrease > 0.5%). Univariate and multivariate model using logistic regression at individual level showed that initial high HbA1c levels was the only factor positively predicting improvement (OR = 1.96, CI [1.22, 3.14], p < 0.01). Univariate model at implant level demonstrated that implants placed in the anterior maxilla also contributed to significant improvement in HbA1c values. Multivariate analysis at implant level was similar to individual level. Number of missing teeth did not affect the results significantly. Conclusion: ISP delivery to partially or completely edentulous diabetic individuals may improve HbA1c balance. The mechanism awaits future elucidation.",0
"The aim of this prospective case-control study was to compare the development of implant stability quotients of narrow diameter implants in patients with type 2 diabetes mellitus (T2DM) and healthy individuals within the first 3 months after implant insertion.
Sixteen patients with T2DM (HbA1C > 6.5%) as test group and 16 nondiabetic patients (HbA1C < 5.9%) as the control group were evaluated. All patients received narrow-diameter tissue level implants in an edentulous area posterior to the canine. The implant stability was measured by means of resonance frequency analysis after 3 days, 7 days, 4 weeks, and 3 months postplacement. Statistical analysis of intergroup differences and correlation to HbA1c values and treated jaw was performed in PRISM 8.
The means for implant stability quotients showed a significant increase between Day 3 and 3-month assessment in both groups. No significant differences between study groups and no correlation of implant stability to HbA1c were found.
The present study shows encouraging clinical outcomes for narrow-diameter implants inserted in the posterior zone in patients with uncontrolled T2DM.",0
"Little is known about the association between multimorbidity (i.e., two or more chronic conditions) and sleep problems in the general adult populations of low- and middle-income countries (LMICs). Thus, we aimed to assess this association among adults from 46 LMICs, and to quantify the extent to which anxiety, depression, stress, and pain explain this association.
Cross-sectional, predominantly nationally representative, community-based data from the World Health Survey were analyzed. Nine chronic physical conditions (angina, arthritis, asthma, chronic back pain, diabetes, edentulism, hearing problems, tuberculosis, visual impairment) were assessed. To be included in the analysis, sleep problems had to have been experienced in the past 30 days and to have been severe or extreme; they included difficulties falling asleep, waking up frequently during the night or waking up too early in the morning. Multivariable logistic regression and mediation analyses were conducted to explore the associations.
Data on 237,023 individuals aged ≥18 years [mean (SD) age 38.4 (16.0) years; 49.2% men] were analyzed. Compared with no chronic conditions, having 1, 2, 3, and ≥4 conditions was associated with 2.39 (95%CI=2.14, 2.66), 4.13 (95%CI=3.62, 4.71), 5.70 (95%CI=4.86, 6.69), and 9.99 (95%CI=8.18, 12.19) times higher odds for sleep problems. Pain (24.0%) explained the largest proportion of the association between multimorbidity and sleep problems, followed by anxiety (21.0%), depression (11.2%), and stress (10.4%).
Multimorbidity was associated with a substantially increased odds for sleep problems in adults from 46 LMICs. Future studies should assess whether addressing factors such as pain, anxiety, depression, and stress in people with multimorbidity can lead to improvement in sleep in this population.",0
"Horseshoe Le Fort I osteotomy (HLFO) in combination with iliac bone grafts interposition is an established and very effective procedure for reconstructing the severely atrophic maxilla. However potential complications connected to this method, such as oronasal fistula (ONF), have not been described in the literature to date.
We report the case of a female patient with severe atrophy of the edentulous maxillary alveolar ridge with type 2 diabetes (T2D). Initially, a sinus floor augmentation was performed, followed by a failed placement of dental implants. Afterwards, HLFO with simultaneous interposition of iliac bone grafts was conducted. Subsequently, an oronasal communication occurred in the antral maxilla. As several local flaps had not achieved sufficient results, a melolabial interpolated island flap was carried out, yielding satisfactory results.
Failed implant treatment or bone augmentation procedures in combination with T2D may have resulted in significant tissue irritation and subsequent wound healing complications in the antral maxilla, leading to an ONF.
In this case, an ONF occurring after HLFO was described for the first time. The melolabial interpolated island flap proved to be an outstanding long-term solution for the management of an anterior ONF occurring after HLFO over a period of 10 years. Less invasive treatment options including zygomatic implants should be taken into consideration for the treatment of such patients.",0
"This study aimed to evaluate the associations of self-reported diabetic status with clinically assessed dental end points, including teeth with untreated coronal and root caries, missing teeth, complete tooth retention, edentulism and routine dental services utilization among adults aged ≥20 years in the United States.
We pooled data from the 2015-2016 and 2017-2018 cycles of the National Health and Nutrition Examination Survey (NHANES), a nationally representative, cross-sectional, continuous survey of noninstitutionalized US population. The analysed data included all adult participants aged ≥20 years who completed the dental examination and reported their diabetic status. We estimated the prevalence and average outcomes of dental end points by diabetic status. Regression analyses were employed to evaluate the associations between diabetic status and dental outcomes.
Of 10,249 participants, 1,562 reported having diabetes mellitus, which translates to 11.3% of US adults aged ≥20 years (25.7 million). Compared to non-diabetic individuals, adults with diabetes had 1.49 (95%CI = 1.1-2.0) and 1.46 (95%CI = 1.2-1.8) times higher odds of developing coronal and root caries respectively. Adults with diabetes were 32% less likely to be fully dentate (OR = 0.68; 95%CI = 0.55-0.83) and had a higher average number of missing teeth (mean ratio = 1.35; 95%CI = 1.18-1.55). There was no association between diabetic status and routine dental services utilization.
Adults with diabetes exhibited worse dental health; nonetheless, there was no difference in dental services utilization. Multidisciplinary efforts from both medical and dental service providers are required to proactively address the well-being of adults with diabetes in terms of oral health.",0
"The objective of this study was to analyze the association between tooth loss and uncontrolled diabetes among US adults.
The authors used National Health and Nutrition Examination Survey data from 2011 through 2018. The sample included 16,635 participants 20 years and older who represent 187,596,215 people in the United States in a probability weighted sample. The authors used bivariate analysis and multiple regressions to analyze factors associated with edentulism and number of missing teeth.
The multiple logistic regression model significantly predicted edentulism using diabetes status (adjusted odds ratio controlled diabetes, 1.44 [95% CI, 1.12 to 1.86]; adjusted odds ratio uncontrolled diabetes, 2.26 [95% CI, 1.33 to 3.85]), missing annual dental visits, seeing a dentist only for treatment, family income below 200% of the federal poverty guideline, being female, being 65 years or older, tobacco smoking, and no college education. After controlling for the same covariates, multiple Poisson regression analysis showed that dentate adults with controlled and uncontrolled diabetes had higher relative risk of tooth loss than those without diabetes (adjusted risk ratio controlled diabetes, 1.52 [95% CI, 1.35 to 1.71]; adjusted risk ratio uncontrolled diabetes, 1.57 [95% CI, 1.35 to 1.83]).
US adults with uncontrolled (glycated hemoglobin ≥ 9%) and controlled diabetes (glycated hemoglobin < 9%) were more likely to be edentulous and experience tooth loss than adults without diabetes.
US health policy officials should adopt benefits policies to provide regular dental examinations to people who have diabetes, have low income (< 200% of the federal poverty guideline), or are 65 years or older to reduce tooth loss and improve their quality of life. Dentists should work with physicians to help patients control glycemic levels.",0
"The aim of the study was to determine oral health-related quality of life (OHRQoL) using the measures Geriatric/General Oral Health Assessment (GOHAI) and Oral Health Impact Profile (OHIP-14) in relation to missing teeth in the Polish population aged 20-79. This was a cross-sectional study carried out among 1112 randomly selected participants. The mean age was 48.72 and mean number of teeth was 20.12. Altogether, in the GOHAI, the percentage that gave a positive response to each question ranged from 3.3% to 48.0%; in the OHIP-14, these answers ranged from 2.4% to 25.1%. The GOHAI measure was statistically significant, with more grouping variables than the OHIP-14 measure. Both measures showed significant associations with gender, age, dry mouth, education, professional status, number of teeth, and upper and lower total dentures. We detected a significant relationship between oral health-related quality of life and the factors influencing the presence or absence of dentition. Missing teeth were statistically associated with GOHAI, OHIP-14, advanced age, self-reported dry mouth, lower education, higher Body Mass Index (BMI), lower professional status, diabetes, myocardial infraction, and total dentures in upper or/and lower jaws. However, edentulous individuals had two times higher risk of having an OHIP-14 score above the median. This suggests that oral health practitioners should work to prevent oral diseases that lead to tooth loss in their patients, starting from an early age.",0
"During the coronavirus disease 2019 (COVID-19) pandemic, aerosol-generating procedures, including dental implant treatments, are considered high-risk. With dental implant treatment mostly an elective procedure, we aimed to assess whether the pandemic influenced patient selection, surgical procedures, and postoperative complications. We compared dental implant treatments during (March to December 2020) and before (December 2018 to February 2020) the COVID-19 pandemic based on patient and implant parameters, as well as postoperative complications. For analysis, we used the Chi-squared test with the Holm-Sidak correction for multiple comparisons. The number of implants placed during the COVID-19 pandemic (696 implants in 406 patients, 70 implants per month) was comparable to pre-pandemic levels (1204 implants in 616 patients, 80 implants per month). Regarding patient parameters, there were no significant differences in respiratory (",0
"Oral mucosal lesions can be uncomfortable and can result in a poorer oral health related quality of life. This can be seen especially in edentulous patients who are mostly elderly and have comorbid diseases such as Diabetes Mellitus, which can impair their ability to withstand oral infections. In South Africa, one of the most unequal countries in the world, almost 50% of the population is edentulous and this prevalence increases as age increases. The aim of this cross-sectional study was to determine the prevalence of denture-related stomatitis in subjects who presented to a tertiary institution in Cape Town, South Africa for new complete dentures and to determine the risk indicators associated with it. Three hundred and ninety-six folders of participants who received complete dentures during the period 2014-2019 were included in this study. Categorical data was displayed as frequencies and percentages and a multiple adjusted logistic regression was used to determine associations between Candida and certain risk indicators. The prevalence of denture-related stomatitis was 25.76% (",0
"Genetics plays a role in the susceptibility to periodontitis and tooth loss. Several studies examined the involvement of polymorphisms in candidate genes. We hypothesize that bone metabolism-related polymorphisms could be associated with the number of remaining teeth.
Participants in the Pro.V.A. longitudinal Study: 3099 Italians (aged 65+ at baseline), 2196 at follow-up 1 (5yrs), 1641 at follow-up 2 (7yrs) underwent detailed interview and clinical-instrumental examination. Subjects, grouped by remaining teeth number (0, 1-7, 8-19, 20+), were genotyped for six different bone-related polymorphisms: collagen type Iα1 (COL1A1, Sp1, 
COL1A1 associated with dental status: 
The present study, demonstrating an association between tooth loss and COL1A1 and -in men- CALCR, contributes to the identification of genes involved in tooth loss and, possibly, susceptibility to periodontitis.",0
